Summary of Changes
Budget changes,10
Bid changes,0
Status changes,297

Records
Time,Object Type,Object ID,Object Name,Operator,Source,App ID,Activity Details
2025-03-18 04:13,Ad,T1826831630650385,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:13: Text changed from b'\\\\xed\\\\x99\\\\x94\\\\xec\\\\xa0\\\\x9c\\\\xec\\\\x9d\\\\x98 \\\\xea\\\\xb8\\\\x80\\\\xeb\\\\xa1\\\\x9c\\\\xeb\\\\xb2\\\\x8c \\\\xec\\\\x82\\\\xbc\\\\xea\\\\xb5\\\\xad \\\\xec\\\\x95\\\\xa1\\\\xec\\\\x85\\\\x98 RPG\\\\xea\\\\xb2\\\\x8c\\\\xec\\\\x9e\\\\x84, \\\\xeb\\\\x93\\\\x9c\\\\xeb\\\\x94\\\\x94\\\\xec\\\\x96\\\\xb4 \\\\xed\\\\x95\\\\x9c\\\\xea\\\\xb5\\\\xad \\\\xec\\\\xb6\\\\x9c\\\\xec\\\\x8b\\\\x9c! ' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 04:13,Ad group,T1826831629454386,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:13: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 04:13,Ad,T1826831630650385,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:13: Status changed from b'Approved' to b'Edited for review'"
2025-03-18 04:13,Ad group,T1826831629454386,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:13: Name changed from b'TT_DL2_And_KR_AEO_P_S+_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318' to b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318'"
2025-03-18 04:12,Campaign,T1826831629454354,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:12: Name changed from b'TT_DL2_And_KR_AEO_P_TT_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318' to b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318'"
2025-03-18 04:12,Ad group,T1826832167650337,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:12: Name changed from b'TT_DL2_And_KR_VO_P_hv/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-18 04:12,Campaign,T1826832167650321,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:12: Name changed from b'TT_DL2_And_KR_VO_P_hv/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-18 04:11,Campaign,T1826831629454354,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:11: Name changed from b'TT_DL2_And_KR_AEO_P_S+_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318' to b'TT_DL2_And_KR_AEO_P_TT_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318'"
2025-03-18 03:23,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 03:23: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 03:19,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 03:19: Video changed"
2025-03-18 03:19,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 03:19: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 02:26,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:26: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 02:21,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 02:21: Video changed"
2025-03-18 02:21,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:21: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 02:18,Ad group,T1825918717603858,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:18: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 02:13,Ad group,T1825918717603858,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:13: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 02:13,Ad group,T1825918717603858,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 02:13: Video changed; 2025-03-18 02:13: Video changed"
2025-03-18 02:10,Ad group,T1825918717603858,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:10: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 02:05,Ad group,T1825918717603858,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 02:05: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 02:05,Ad group,T1825918717603858,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 02:05: Video changed"
2025-03-17 09:32,Ad group,T1826832996372530,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:32: Review Status changed from b'In review' to b'Approved'"
2025-03-17 09:31,Ad group,T1826832167650337,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:31: Name changed from b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-17 09:31,Campaign,T1826832167650321,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:31: Name changed from b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-17 09:30,Ad group,T1826832996372530,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:30: Name changed from b'TT_DL2_And_KR_VO_P_troas_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:30,Campaign,T1826832996372514,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:30: Name changed from b'TT_DL2_And_KR_VO_P_troas_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:30,Ad group,T1826832996372530,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:30: Name changed from b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:30,Campaign,T1826832996372514,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:30: Name changed from b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:29,Ad group,T1826832996372530,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:29: Name changed from b'Ad group 20250317062259' to b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:29,Ad group,T1826832996372530,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:29: Campaign changed from Enabled to Paused"
2025-03-17 09:29,Campaign,T1826832996372514,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:29: Campaign changed from Enabled to Paused"
2025-03-17 09:29,Campaign,T1826832996372514,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:29: Name changed from b'App promotion20250317172244' to b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318'"
2025-03-17 09:28,Ad group,T1826832996372530,Ad group,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:28: Create Ad group"
2025-03-17 09:28,Ad group,T1826832996372530,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:28: Display Name changed; 2025-03-17 09:28: Text changed"
2025-03-17 09:28,Campaign,T1826832996372514,Campaign,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:28: Create Campaign"
2025-03-17 09:25,Ad,T1826832449640562,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad,T1826832516697090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad,T1826832580227090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad group,T1826832167650337,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Review Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad,T1826832169468002,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad,T1826832380140689,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:25,Ad,T1826832317755442,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:25: Status changed from b'In review' to b'Approved'"
2025-03-17 09:21,Ad,T1826832580227090,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:21: Create Ad"
2025-03-17 09:20,Ad,T1826832516697090,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:20: Create Ad"
2025-03-17 09:19,Ad,T1826832449640562,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:19: Create Ad"
2025-03-17 09:18,Ad,T1826832380140689,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:18: Create Ad"
2025-03-17 09:17,Ad,T1826832317755442,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:17: Create Ad"
2025-03-17 09:16,Ad group,T1826832167650337,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:16: Campaign changed from Enabled to Paused"
2025-03-17 09:16,Campaign,T1826832167650321,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:16: Campaign changed from Enabled to Paused"
2025-03-17 09:16,Ad group,T1826832167650337,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:16: Name changed from b'Ad group 20250317061108' to b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-17 09:16,Campaign,T1826832167650321,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:16: Name changed from b'App promotion20250317171058' to b'TT_DL2_And_KR_VO_P_S+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318'"
2025-03-17 09:15,Ad,T1826832169468002,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:15: Create Ad"
2025-03-17 09:15,Ad group,T1826832167650337,Ad group,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:15: Create Ad group"
2025-03-17 09:15,Campaign,T1826832167650321,Campaign,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:15: Create Campaign"
2025-03-17 09:10,Ad,T1826831630642225,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad,T1826831630622802,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad,T1826831630629042,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad group,T1826831629454386,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Review Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad,T1826831630615666,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad,T1826831630650385,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:10,Ad,T1826831630637201,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 09:10: Status changed from b'In review' to b'Approved'"
2025-03-17 09:09,Ad group,T1826831629454386,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:09: Name changed from b'Ad group 20250317053947' to b'TT_DL2_And_KR_AEO_P_S+_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318'"
2025-03-17 09:08,Campaign,T1826831629454354,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:08: Name changed from b'App promotion20250317163931' to b'TT_DL2_And_KR_AEO_P_S+_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318'"
2025-03-17 09:07,Campaign,T1826831629454354,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:07: Campaign changed from Enabled to Paused"
2025-03-17 09:07,Ad group,T1826831629454386,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:07: Campaign changed from Enabled to Paused"
2025-03-17 09:06,Campaign,T1826831629454354,Campaign,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Campaign"
2025-03-17 09:06,Ad,T1826831630637201,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad,T1826831630615666,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad,T1826831630629042,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad,T1826831630642225,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad,T1826831630622802,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad,T1826831630650385,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad"
2025-03-17 09:06,Ad group,T1826831629454386,Ad group,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 09:06: Create Ad group"
2025-03-17 06:11,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 06:11: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-17 06:08,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 06:08: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-17 06:08,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 06:08: Video changed"
2025-03-17 02:15,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 02:15: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-17 02:11,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-17 02:11: Video changed"
2025-03-17 02:11,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 02:11: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-15 07:39,Ad group,T1826374059014225,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374034874385,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826471518859346,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374059898977,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374010447874,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374034029602,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374111793314,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826595044798481,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Campaign,T1826373290268690,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826595038855265,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826373290269762,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374082410497,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374108568722,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826471515485186,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374012020818,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-15 07:39,Ad group,T1826374081580114,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-15 07:39: Campaign changed from Enabled to Paused"
2025-03-14 10:37,Ad,T1826565125250130,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 10:37: Status changed from b'In review' to b'Approved'"
2025-03-14 10:37,Ad group,T1826565125250114,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 10:37: Review Status changed from b'In review' to b'Approved'"
2025-03-14 10:37,Ad,T1826565246133282,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 10:37: Status changed from b'In review' to b'Approved'"
2025-03-14 10:33,Ad group,T1826562414231666,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562413883585,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562457380962,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562480115746,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562435927121,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562458145809,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826560818303010,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562390271041,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Campaign,T1826560818302994,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562479927298,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562435874001,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826562390671409,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Paused to Enabled"
2025-03-14 10:33,Ad group,T1826565125250114,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Enabled to Paused"
2025-03-14 10:33,Campaign,T1826565125249202,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:33: Campaign changed from Enabled to Paused"
2025-03-14 10:32,Ad,T1826565246133282,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:32: Create Ad"
2025-03-14 10:31,Ad group,T1826565125250114,Ad group,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:31: Create Ad group"
2025-03-14 10:31,Campaign,T1826565125249202,Campaign,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:31: Create Campaign"
2025-03-14 10:31,Ad,T1826565125250130,Ad,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:31: Create Ad"
2025-03-14 10:22,Ad group,T1826562457380962,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562390671409,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562435927121,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562458145809,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562414231666,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826560818303010,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Campaign,T1826560818302994,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562480115746,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562479927298,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562390271041,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562413883585,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 10:22,Ad group,T1826562435874001,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 10:22: Campaign changed from Enabled to Paused"
2025-03-14 09:34,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 09:34: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-14 09:30,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 09:30: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-14 09:30,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:30: Text changed"
2025-03-14 09:27,Ad group,T1826560818303010,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 09:27: Review Status changed from b'In review' to b'Approved'"
2025-03-14 09:23,Campaign,T1826560818302994,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:23: Budget changed from b'700.00 USD' to b'500.00 USD'"
2025-03-14 09:23,Ad group,T1826560818303010,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:23: Name changed from b'TT_DL2_And_KR_AEO_P_S+_250309' to b'TT_DL2_And_KR_AEO_P_S+_250314'"
2025-03-14 09:23,Campaign,T1826560818302994,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:23: Name changed from b'Copy 1 of TT_DL2_And_KR_AEO_P_S+_250310' to b'TT_DL2_And_KR_AEO_P_S+_250314'"
2025-03-14 09:22,Campaign,T1826560818302994,Campaign,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:22: Create Campaign"
2025-03-14 09:22,Ad group,T1826560818303010,Ad group,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:22: Create Ad group"
2025-03-14 09:22,Ad group,T1826560818303010,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 09:22: Display Name changed; 2025-03-14 09:22: Text changed"
2025-03-14 03:08,Ad group,T1825918717603858,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-14 03:08: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-14 03:04,Ad group,T1825918717603858,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-14 03:04: Video changed"
